Temperature,Vibration,Pressure,Humidity,SoundLevel,OperatingHours,LastMaintenanceDays,MachineStatus
57.36959844637266,7.0701370312211775,30.775953419294897,26.98150910986975,73.03814108832717,7895,139,Healthy
78.24083969394795,4.061655947735706,34.125491323338174,56.76775013219063,62.25563393191804,8629,205,Healthy
71.14917719583684,5.593705300156113,25.664348921445498,76.30892949284927,67.51753835692077,4049,73,Healthy
68.23077999694041,5.7410452794241085,26.709417554623716,59.70666394829831,65.08541484722964,6133,4,Healthy
81.11676288840867,5.391010648735861,28.481369856116675,24.60818289886529,64.32168806213171,8428,76,Healthy
85.30999522495951,4.174542269231869,23.270645382633926,41.27997229910497,77.83111646845424,2655,329,Needs_Maintenance
84.31280119116198,3.9925649480929226,25.903710701392512,53.03980276645109,59.02605496589196,6470,77,Healthy
66.60782476777362,4.961668893512832,27.618895632276704,44.19246536799513,82.87024684587499,4515,304,Healthy
71.90787624148786,6.759093528889047,34.371945903563635,70.01864062851034,76.62583752147698,6059,256,Healthy
78.31263431403563,5.8154002318916485,31.312806645009626,68.88026028259935,78.72689336482958,9207,102,Healthy
84.75545127122359,4.444078501870841,30.967949556837723,56.70986120619329,66.29648390379793,6093,106,Healthy
70.2082576215471,6.157548065972517,34.25448981083986,42.40747670796232,68.80047424736712,5121,333,Healthy
73.14341023336183,0.7271860690548868,29.313141058003016,35.32018242579465,58.5347854838023,3007,39,Healthy
63.93665025993972,6.723148550558156,31.952324249644448,26.35245909278776,65.80270074346558,3014,314,Healthy
63.037933759193294,2.3904293318328507,29.48389123533752,41.29386100919324,73.94923878114521,3970,275,Healthy
83.12525822394198,4.456338587895302,31.326811746998143,44.79035103246317,80.36850449425117,9290,88,Healthy
88.56240028570824,3.320495158060784,27.08620671194209,60.54937550624442,61.14274546558039,5185,211,Healthy
74.27989878419666,3.0579777864186415,17.805914208617857,59.48958945785441,67.07595250411788,6646,77,Healthy
85.03532897892023,6.741240181067779,29.32860418906848,24.206488378475417,68.78960623813983,495,77,Needs_Maintenance
78.61636025047635,4.298448198032163,37.1137406804997,43.715558925869466,58.833686382460115,1038,28,Healthy
68.54880245394875,5.519755822596074,34.631077011207964,30.906732033041713,74.73079393406721,9928,245,Healthy
78.61395605508415,4.929619131681224,34.82698742295585,29.40876231900834,64.20807734605913,2610,66,Healthy
90.38036566465969,5.715561240834682,36.18065360903109,69.63812898423475,68.43687719058381,4736,266,Healthy
74.64173960890048,5.115232836590383,30.443287954807186,22.51491300297545,66.38440502470498,1749,205,Healthy
90.64643655814007,3.075511663717146,30.986578537027977,45.15097255412728,63.68529195424261,3790,58,Healthy
48.80254895910255,6.49440022917071,26.91174052282825,30.09221934599109,69.94364011615556,3535,201,Healthy
83.21902504375224,4.259365125258031,28.41963571986475,72.75981294070844,68.27512337145582,3301,225,Healthy
75.87047068238171,2.665127152010373,33.07885574885571,53.422430796502105,67.02513694177068,4279,142,Healthy
72.00992649534132,4.357827258551131,36.01942218584408,33.88283818261088,64.17230702655726,8505,84,Healthy
75.91760776535503,7.2511396859514665,29.302768621595003,50.14563722998258,72.55619736626365,3337,143,Healthy
55.124310853991076,6.27533261317024,27.749053675742942,63.88918158218695,83.22893814793828,3962,352,Healthy
72.80328112162488,4.477021798388211,30.002639794282988,77.48708053516603,71.11909786271302,158,33,Healthy
78.57112571511746,4.476113443522356,33.00603374464558,33.226760254725136,77.96894571928902,5038,152,Healthy
89.77894044741517,4.5175474231739265,22.78072591933229,73.1709063277607,58.8782245987723,3071,158,Healthy
69.81729781726352,8.11512197534126,18.51909523431381,76.05824685004941,71.26209151435016,9819,141,Needs_Maintenance
66.91506397106812,5.57290317834733,27.247315752542082,74.98523267192397,61.221053448231466,8414,251,Healthy
69.98242956415463,5.645062470786605,23.896437870429207,58.12486141171459,58.18460057974479,9728,303,Needs_Maintenance
84.15402117702074,6.545425181047763,27.459299011763445,57.78923926608246,64.08502874032772,9454,112,Healthy
78.28751109659684,5.35818373853977,29.26109840591264,44.192637991029365,79.53519467530859,3445,144,Healthy
69.70239796232961,4.611436781268945,27.733757954884933,65.14387293822728,77.60012662935716,2586,209,Healthy
80.13267433113356,4.705475226372533,37.26233767235372,51.877641101055914,71.9440377764352,661,224,Healthy
75.9707754934804,4.892598110878904,31.6337238230116,60.64628427369767,57.73839552088055,4081,43,Healthy
84.68644990532889,4.944166645235238,31.502371798054142,45.70747423092773,68.4297547888965,6361,264,Healthy
67.97946906122648,6.09144431545547,33.11103572021701,63.88978784258834,72.41360007121388,1837,244,Healthy
71.72337853402232,5.077918828710949,24.305834411096154,69.46829105627295,71.40428983662878,9196,3,Healthy
71.07891846867842,6.098960115823369,35.195558937101346,28.786175396168968,55.24965133215403,3654,125,Healthy
60.364850518678814,4.878925129837127,29.6211785673227,69.97578293445369,62.87745721584103,9226,268,Healthy
77.96120277064576,5.117952785474136,33.35240308620606,52.41779190741843,69.48737788681026,7195,84,Healthy
77.6105527217989,2.0026989732018388,24.64071383479922,70.67995454541347,74.29032727613752,8366,16,Healthy
75.05113456642461,6.374491512053722,22.23120616991968,45.878102380460874,52.43097743120043,394,334,Needs_Maintenance
72.65412866624852,5.519732713846989,34.08944829012514,42.7424291229821,68.70300819616114,8312,59,Healthy
60.84629257949586,6.497015164789478,31.882047630487584,74.90364395103335,71.14439015903162,9330,177,Healthy
70.79354677234642,0.6556169327094663,25.48974222821245,35.07015605290408,76.7968959081297,5430,63,Healthy
71.57285483473231,8.132562057171091,25.651684593626527,70.65273951716858,75.5428606738995,4755,49,Healthy
66.9772273077838,4.790615557767239,35.62717392207385,49.041234350564245,74.66057055047044,1209,307,Healthy
73.3871428833399,6.662274225106275,24.05294053566336,50.84572655307558,63.60047594638453,3871,246,Needs_Maintenance
79.04050856814538,3.440141109311704,38.21336476627982,38.50809688936904,54.735982903013536,8663,289,Healthy
93.8618590121053,5.919160857593854,25.496896326760655,54.38253203714094,66.85557794350879,6223,286,Healthy
76.74577812831839,3.419876655239516,33.191959628041914,39.512671776572674,78.01305460166849,7747,332,Healthy
77.57550390722764,4.064346558956292,28.356907621255075,22.356164854499138,81.14763622019545,1274,15,Healthy
74.25554084233833,7.871047030800179,33.01593715541171,36.31991632066136,75.68439281838228,1264,338,Healthy
55.812287847009586,4.71397639885498,27.279429989429037,20.38274260439544,73.43472658241387,9384,255,Healthy
74.73486124550783,5.326149309769584,29.18603546963853,78.7012872234114,73.03711718708773,9575,92,Healthy
75.60230209941027,6.305101596033131,30.204595876978605,77.94483258918484,65.55105002591375,9137,279,Needs_Maintenance
99.63242112485287,5.743522831958907,24.989062721092637,43.7093178483383,68.95951765157103,8812,206,Needs_Maintenance
73.07639035218878,5.225628357715364,33.70412172710063,63.70225126037876,83.35255620661064,4566,94,Healthy
78.01547342333612,5.547441503699338,27.433932167642073,40.7483659046255,62.45953595366499,5638,225,Healthy
74.65288230294756,8.605123377857414,28.857000423299908,60.265589425158566,82.9182303256788,7211,301,Healthy
63.31321962380468,4.913571804449622,25.028253126957438,68.32580258275874,67.42377476406354,8534,318,Healthy
86.4282281451502,5.301648570072452,17.188331706023448,76.80537468153445,80.60345687276063,2900,199,Needs_Maintenance
82.51933032686775,6.575981594011418,29.044861186999157,44.01273655098032,58.74547992401969,4707,271,Healthy
82.91031947043047,6.658288899436975,42.063077108064576,66.99787897736286,74.68723360931719,7362,234,Healthy
65.9061254520526,6.78054545834057,33.92302143949012,35.95570703792713,64.10583891241902,1641,46,Healthy
89.02794310936099,5.958095333043777,29.903698101328025,79.4199382276189,58.6778624646065,2865,64,Healthy
60.98148937207719,3.2854926309042747,28.68554585395866,21.546175925861068,71.74827233928757,4591,230,Healthy
80.8685709380027,7.450147298451644,30.11232946406023,56.21172839006726,78.07577430876775,3183,249,Healthy
96.90455625809979,3.280481910471968,32.73559557587605,59.57035889907963,63.24046849125203,5456,246,Needs_Maintenance
65.09463674869312,5.453953197858549,24.095935923455777,61.28273342444773,58.007872316332794,1957,75,Healthy
69.33702270397228,3.8685862249709633,35.57160847334436,27.223254727345342,69.26524188532036,869,157,Healthy
75.99651365087641,4.9037924801105115,33.57690657720622,76.31178700838782,69.30051736978255,1522,223,Healthy
69.965243458838,5.493143615455221,33.59092862853967,30.870996743004966,74.38655702043599,8698,190,Healthy
59.493365689338674,5.482035823175409,32.192378694048635,57.365204194390465,77.5967565709159,3072,52,Healthy
75.68562974806028,5.632881131352927,30.09808328846995,33.3605647473851,69.52467854982005,1972,88,Healthy
64.37696286273895,7.420566903587971,33.3643061798341,38.43298502127625,84.8440265183541,5699,313,Healthy
79.73592430635182,5.68030145227097,32.95907066870689,52.78751250368746,71.79387795628233,2369,339,Healthy
65.80575765766197,4.633765047064027,28.22979644529488,45.03160511387459,67.2285879519448,5375,66,Healthy
90.4993440501754,6.446130752432536,27.131991135515495,29.613536058590377,57.10746112717737,4849,150,Healthy
67.16746707663764,6.784205733386961,30.509281476309933,30.2561841452509,67.89872383747065,6671,20,Healthy
71.77938483794324,3.1585882772945113,37.74510075747594,45.088687289767975,67.3089044367109,9473,33,Healthy
83.1351721736967,5.896100104774787,23.804464621730496,65.43697869653005,77.68243837025176,5172,328,Healthy
62.69135683566045,6.051759113466348,22.662373671237802,73.87787881086732,73.69986899253483,9731,281,Needs_Maintenance
77.2745993460413,4.553654744960012,30.823804206182583,25.04765973556297,60.56504702693906,5563,46,Healthy
88.07142754282428,7.063560219967429,30.25443850928009,43.58623445356406,71.3780350912883,7550,73,Needs_Maintenance
58.92516765438772,4.77491661945121,30.86670832185204,26.014733823372598,75.37224937383243,8520,354,Healthy
76.84633858532304,5.188364680207314,31.219765989542502,20.995548837955873,82.22425087510265,4059,313,Healthy
77.59882794248423,4.740392263574195,28.883988726825976,59.7031209586374,77.10003173931247,1413,343,Healthy
82.81822871777311,5.023368571372202,37.44931719301041,56.14696651799527,76.08677323449183,7947,133,Healthy
62.63049289121918,3.355587369657197,21.99548010761742,29.78114682889317,70.48068795692132,1170,55,Healthy
61.795433869157236,2.8399236761085582,25.85751487609877,34.02876998558385,73.1064960433876,9266,61,Healthy
80.21941565616898,7.3917575948374585,29.483726199254765,21.422465218671103,79.99603920564927,3385,345,Healthy
77.96984673233186,3.729557977522508,21.784055944229163,70.09683234166422,59.337780820162806,9049,8,Healthy
77.50492850345877,3.5129114758155393,29.120727977839643,78.4814357629131,67.20448538226435,3195,272,Healthy
78.46448209496975,1.7699148295944278,38.30735082864009,28.127572207681446,63.819450009950074,420,246,Healthy
68.1997527842151,4.041557378465747,30.10443244147981,33.888512825917886,73.033224949809,2421,176,Healthy
77.32253697161003,3.0153653098887525,31.153504528593416,72.10457143681604,79.8417774052063,655,116,Healthy
77.93072473298682,7.463022740204554,23.6991761741371,75.5878278773711,65.2242057062314,5039,317,Needs_Maintenance
67.85648581973632,6.514725634013951,26.918192959802614,45.17764296840862,50.87756506024449,5532,271,Healthy
93.65774511144757,3.9677744822334144,28.124018098380315,23.037348336144447,66.70223403980424,1486,193,Healthy
79.73832920911788,8.378653708016463,28.41142451621883,22.363510021569162,77.30778985613925,4863,150,Healthy
63.08696502797351,6.472648230487391,36.40821897501884,54.436991964140624,74.30103922359903,6954,131,Healthy
81.5655360863383,4.512752924737066,32.788455303625625,43.57370653359074,73.4254899824846,7737,102,Healthy
65.25318329772679,1.2508914276896403,24.44271021531484,21.719145654659272,67.76005358500416,4941,310,Healthy
82.87084603742451,8.436413858886112,31.232523892160025,54.9951435387534,59.76775411024171,3967,270,Healthy
86.58595579007404,2.915641299854606,32.491108742483924,20.678152195341347,74.12235457299573,3893,292,Healthy
66.7931768164829,2.5319018795646624,35.700745192606334,67.24231748895639,63.325745519723,7473,210,Healthy
84.63376129244321,6.533855648014461,37.90270343284187,38.385969362202296,87.47277386704366,2613,361,Needs_Maintenance
79.12780926936499,8.659628609508909,24.924529040860655,22.415480180553928,74.56405766683613,3903,338,Needs_Maintenance
83.2206015999449,7.076409227765778,25.94571244394831,55.301133258989196,65.35481357956839,2427,67,Healthy
93.96792982653947,5.84586368007854,23.71211070542692,43.86106486598328,65.10891802089097,8909,10,Needs_Maintenance
72.5461188399713,5.892131512497929,28.829900704465093,78.42802480142896,69.2564463470913,2265,49,Healthy
67.4626383564251,6.280123338170462,32.331791872231676,52.651919750222135,68.083984623826,3408,111,Healthy
66.10485570374476,6.138392884680147,34.93667258294551,36.514350862220496,78.93467020423964,6552,321,Healthy
66.84189715034562,5.421787135954064,29.620244881787386,62.56633187803848,71.49132935795237,8167,219,Healthy
74.22898290585896,5.156301655927814,28.40076238372578,36.28952015256268,64.14694608873178,7742,57,Healthy
78.41151974816644,4.9061103081507165,30.758789961243703,74.25459748445391,85.12352548124626,6504,283,Healthy
77.7669079933002,3.8690531166999858,25.824285491849885,42.483318230442585,70.39446665216178,1092,113,Healthy
83.27183249036024,4.578987384699839,40.44769360847387,52.99211376657232,76.15071740775117,5524,133,Healthy
75.13001891877907,2.460564778706922,21.961694864409708,23.03438622945373,65.13418794044193,9669,71,Healthy
89.53534077157317,4.852490559807875,30.923702894478623,45.56727427713385,72.90492502195619,4481,83,Healthy
72.35343166762044,3.5171133392736236,40.1180310961482,69.9418123796597,72.48887992914557,3274,57,Healthy
102.20169166589619,3.344616024176344,30.033999222799988,68.33892832180052,54.882805663230776,4882,349,Healthy
81.25667347765007,5.269841226730218,29.049804824992528,33.45911353121157,86.12220088368512,9597,271,Healthy
66.42842443583717,7.088003429516899,28.212772885947864,33.56474426063376,80.32515568738037,5660,111,Healthy
64.29107501938887,6.377474909003469,29.09804159118796,69.03831873279421,66.8224374708321,7560,357,Healthy
79.82472415243186,2.6442490945652346,36.86424237338265,75.82390521015952,61.181842076353156,3178,76,Healthy
72.7653721467415,3.5155577951444936,18.940690443352466,25.72165527638021,72.78049291042842,3083,158,Healthy
82.14000494092092,6.411156781982324,37.66716850648163,47.00351836557351,70.69358159531517,7359,20,Healthy
79.73237624573545,3.5262689096925355,22.880214237749275,40.24725673785374,72.84535158850584,6154,131,Healthy
74.27171087343127,4.663050275004463,28.666738353827927,72.24130732744635,71.53261916955272,2623,329,Healthy
66.53206281931595,5.825078148536828,27.853777898506692,25.011494880801127,74.04992791444741,9777,122,Healthy
59.851527753141355,3.547483317704547,32.942766348853596,32.66755655348224,81.57844559513445,4681,41,Healthy
70.53485047932979,5.15806325921894,22.009378240581263,65.14810025518966,74.54482564102916,5709,167,Healthy
83.56398794323472,2.9989617576226935,32.31086333040972,23.077630938872936,61.60275600872047,2101,130,Healthy
77.14093744130204,4.097948534073179,40.12154811643426,49.55212284285736,80.90050282169962,1487,23,Healthy
62.542612212880115,5.479672901213806,23.184129977035948,46.5264220807832,83.1249165079063,6652,279,Healthy
76.73180925851182,2.610509399702496,30.94853083805198,40.06407073932492,95.21645387609668,1130,251,Healthy
78.85317379728836,5.660712106940599,26.690089111016956,43.67433891913542,61.01204773408322,1320,9,Healthy
66.16142563798867,4.970543301609978,32.12943603096518,51.79643521581397,71.9430561052022,6135,13,Healthy
76.53725105945527,5.828734931625721,30.09573888707876,29.682041503302987,53.3432103744881,9910,307,Healthy
75.58208718446,5.335871201096992,26.79256545477845,54.319752697015566,74.42519325103368,9555,320,Healthy
63.57029702169377,7.046210644960766,32.43936142435537,68.32593975799918,65.61439761466582,6623,52,Healthy
78.57787360348283,5.187836753971861,39.021740548933714,65.60965578740954,85.38756635859963,8174,209,Healthy
80.60784526368235,4.355891688312121,29.045481041363505,29.233994281626423,63.80308023985135,9163,38,Healthy
85.83051243175277,5.183446254548426,33.59878971074091,28.954968184488436,56.48653569626191,934,100,Healthy
85.53802052034902,5.814947043554582,23.53363521064418,36.0904620646948,66.22989007437984,9210,193,Needs_Maintenance
61.22330632042909,5.073290105488557,25.217818115909957,41.66448358046223,54.1960978302629,1824,191,Healthy
65.62174960084877,5.060887536805824,32.362031389401885,44.50733488450896,76.00879563605848,6698,51,Healthy
80.1503526720866,3.947012468289867,37.420580142679825,60.78183301000072,53.47933562994943,2513,141,Healthy
80.1378595091221,4.0056486236735775,31.7780667439283,23.400825929950123,70.22766064946526,9605,168,Healthy
80.15047686306048,2.8960920923004596,28.434709847384227,22.080362253563983,53.377505441150426,6093,311,Healthy
113.52731490654722,7.624365114780409,29.99645702711677,43.51463377663454,67.43761756370687,4598,109,Needs_Maintenance
80.70890510693167,3.1342051469130725,23.747961330151412,61.82982152827883,83.14702524643627,2205,207,Healthy
86.35565640180599,3.960642203306139,33.022576631776836,31.606120577388953,72.88518313148636,2668,300,Healthy
84.54001763493203,3.922389101646204,34.41166531161704,58.4902688753751,63.092051160280526,9430,110,Healthy
81.51391251305797,6.342386565416662,27.7395483358346,35.58968827641797,69.75037208848732,309,196,Healthy
71.84730755359655,4.557575482561958,27.649789261202493,73.16516652881097,70.14413497635557,9356,152,Healthy
82.58969220493267,6.8716131090106005,31.329391148260243,73.741396655997,73.78104276674725,5011,243,Healthy
67.27174785462428,3.989764063634197,27.816401319797023,37.83723225687959,59.06513309375339,2320,128,Healthy
72.63181393259991,5.418491243335703,29.669336926870887,33.79962523779443,74.74053819077865,333,105,Healthy
70.14636452170896,3.746979420110364,40.49860894583258,44.67823832397387,48.3648669471778,892,10,Healthy
75.81874139386322,8.217723691660083,28.76487149627002,34.431895110808924,64.96092358108952,3210,356,Healthy
98.14658566673509,3.218602371455731,28.20829923989389,60.34303059750222,66.09380926038764,2266,148,Healthy
56.32734807408252,5.464731065340541,26.762290971824203,69.56388107289713,75.0666146085699,8626,364,Healthy
81.86260190374513,5.950665321398148,33.720959857499686,60.38552785467302,70.18104682141495,9651,140,Healthy
58.87284128810349,5.620698646177248,29.093879133909486,69.46102683496096,58.75549556914971,5293,190,Healthy
70.28068134210567,4.722068511683437,26.753134808392872,43.819529732448444,62.12005499346388,1314,94,Healthy
85.88950596967366,4.805268950399861,36.60652016136506,29.37901824253165,71.58944007637926,4519,229,Healthy
75.64280019095463,5.065717207968665,37.098015022568184,64.27705684385552,69.36746126508355,7414,63,Healthy
64.22255222070694,4.779496997557267,26.997882171306475,41.628470308493235,65.36700712291403,8575,340,Healthy
67.84696290740033,6.445818675192364,20.66730024319692,60.27624951374795,66.15332968390416,312,25,Healthy
81.79597748934675,8.315784502387027,35.03756844918461,36.23863651890594,75.56934397727431,1758,268,Healthy
67.69633368282864,4.16376232248825,26.57685087119998,24.87377808840036,65.85845941704628,5124,281,Healthy
77.16458589581976,2.945295530631383,33.953127995813844,79.5549077292658,69.29527004776742,9709,11,Healthy
75.45571839903813,4.8675769274731175,20.149480911440822,29.372090475835957,87.35949270464434,6017,320,Healthy
68.48399652394183,8.869564006481479,34.462986691496546,79.30525963780886,58.61053890492862,5241,201,Healthy
96.43944089325325,3.794488148045404,23.944140353596094,78.63679595398685,55.185258147402735,1894,126,Healthy
81.33919022318011,7.458675208166101,33.653820595332625,67.62908623448237,76.26871731838885,6088,306,Healthy
54.74857413342393,7.516551221114661,30.071365339182172,59.565377724919855,64.57085550964717,8396,190,Needs_Maintenance
76.86454314769428,4.169617637438008,25.230302903016778,54.66842301506508,67.45409977805903,5678,89,Healthy
68.38213535231613,5.853474618777913,27.964818435366098,71.96609272267008,63.75074897495109,5651,355,Healthy
83.52433334796224,7.442594934692807,33.431592284783505,37.36637129716928,67.9215988738599,3945,116,Healthy
67.07479261567299,4.43130838851877,30.52947226557617,48.060872749092624,82.78830489677073,7006,352,Healthy
73.85263558533102,4.694629459846458,32.92206490236242,57.163398161990116,76.41702766894495,478,177,Healthy
80.04987278980457,4.127478629077034,39.88220292257743,44.671428552169466,76.89778809509582,3393,14,Healthy
83.65755194170121,3.4778649039606995,22.178791941444743,45.64918724541608,58.67018355365884,3429,257,Healthy
62.997035929442234,4.026083682400989,38.08606287484312,39.817080050125064,60.790770107577046,4908,209,Healthy
71.65498764159051,3.164089599856615,30.521779687616064,53.85390900107216,47.287370724116585,8037,281,Healthy
70.25054688839043,5.051125202388839,25.50607975838436,71.03447168090696,63.52495343133797,324,328,Healthy
68.46670767426288,3.8450401534120373,23.348431871305053,32.09170268037877,77.65362549108526,837,325,Healthy
92.65454240281096,5.350678867686121,29.054398046114834,76.06598232520648,74.13557212598697,335,105,Healthy
79.04981710960955,2.666156530694559,34.6082505596223,61.34525922489378,68.22789389638301,811,147,Healthy
62.391160456649544,5.496320348321685,29.362254398112327,69.3963927608018,69.82159773025558,6088,279,Healthy
84.17861947054776,6.250293442413387,37.55577465123674,53.3714415578007,64.48891565939675,1988,9,Healthy
96.22156197012633,2.009396536142817,22.744121549742204,66.77100208544381,71.63807105921427,7273,118,Healthy
85.32465260551147,5.561084854771358,29.939555260769726,20.97202384036803,76.12702623584492,1359,94,Healthy
59.80630034045987,6.841503488709938,23.738032777934404,69.1028254867721,57.07290570071622,5346,144,Healthy
70.15765927133748,3.185538471963192,31.81815941312484,22.408331545121992,72.39718150269879,7371,289,Healthy
87.66911149186623,7.508858580256555,34.4344369504865,73.39480258177176,77.45947896763734,848,14,Healthy
67.92330534381219,5.6285285140490675,27.896191031594732,79.5177648343186,66.67919768829304,3651,257,Healthy
79.43819428146229,3.9424822163623867,16.97893071686433,37.64404773060667,75.60560489696466,6500,346,Healthy
82.74634053429337,4.916346383513441,30.99474073398247,32.61911337714762,92.51723555578042,6743,186,Healthy
65.73069528421917,5.837490368782584,32.18369275866755,65.92180183148244,69.16525765610487,8801,345,Healthy
74.404746439382,5.114008087118617,32.02147377480849,35.1815804552152,73.1464564000426,1923,207,Healthy
42.58732659930927,5.808133988669554,36.17891095911077,71.9337429903322,64.09554333070886,6952,346,Healthy
64.7561235866571,3.6189896103809507,24.644731601754756,26.170555529448603,71.4500093008164,7877,172,Healthy
72.4743184860684,5.254041236054117,33.40108052725225,27.557311782761495,73.68217299985844,4332,270,Healthy
62.52216818035151,2.8794282546425296,35.962537562389876,78.74909330603694,71.55873872216111,6619,221,Healthy
91.32411303931636,4.83316090797695,21.107062079967417,60.43033389620028,61.84243744232914,1877,152,Healthy
60.69858622039367,3.6441385378028155,31.598259129594886,70.81323346573717,71.6508941706036,1322,111,Healthy
70.59955513303017,3.8967050861153503,27.479100844961643,39.45976264109108,81.69756750974109,7730,183,Healthy
76.30740577286092,6.854139762815656,29.59238663449177,60.58902497123626,73.58908611611622,1877,339,Healthy
89.41273289066116,6.636965180891403,31.738382417691682,55.65450963851583,77.69589751257473,9596,72,Needs_Maintenance
60.6413784882056,5.913707181360765,27.56385717943224,56.18900720737682,68.10390423989898,7590,283,Healthy
86.63163752154959,3.3615308529911316,26.62145960419194,60.95194757226329,75.99920191538969,4959,74,Healthy
75.10233061019586,4.525387325457797,30.170762087440124,54.52155038774591,72.23414270573221,8993,355,Healthy
